prefLabel;hasLanguage
desventurado;pt
desvalido;pt
destruído;pt
destreinado;pt
destituído;pt
desterrado;pt
destemido;pt
dessexuado;pt
dessarrumado;pt
desregrado;pt
desquitado;pt
desprendido;pt
desperdiçado;pt
desonrado;pt
desnudo;pt
desnatural;pt
desmunido;pt
desmotivado;pt
desmantelado;pt
desmancha-prazeres;pt
desmamado;pt
deslizante;pt
desinibido;pt
desimportante;pt
desgovernado;pt
desfigurado;pt
desfiado;pt
desestabilizador;pt
desesperançado;pt
desesperante;pt
desesperador;pt
desertor;pt
desenvolvido;pt
desenvolto;pt
desentendido;pt
desengraçado;pt
desendinheirado;pt
desencaminhado;pt
desempregador;pt
descrente;pt
descontraido;pt
desconhecida;pt
desconhecedor;pt
descomedido;pt
descascado;pt
descapotável;pt
descampado;pt
descafeinado;pt
desbordante;pt
desbocado;pt
desavindo;pt
desavergonhado;pt
desaustinado;pt
desarvorado;pt
desapercebido;pt
desaparentado;pt
desamorável;pt
desalinhado;pt
desalentado;pt
desafrontado;pt
desafortunado;pt
desafecto;pt
desacreditado;pt
desacorde;pt
desacompanhado;pt
desabusado;pt
desabrochado;pt
desabotoado;pt
derrotista;pt
derretido;pt
depauperado;pt
denunciador;pt
denodado;pt
delinquente;pt
delido;pt
deletério;pt
delator;pt
delambido;pt
degradado;pt
degenerativo;pt
degenerado;pt
defluente;pt
deferente;pt
decorrente;pt
declarante;pt
declarado;pt
declamatório;pt
decifrável;pt
decaído;pt
decadencial;pt
debilitante;pt
deambulatório;pt
darwinista;pt
danificado;pt
cônico;pt
cível;pt
céltico;pt
cáustico;pt
curvilíneo;pt
cursivo;pt
curricular;pt
curial;pt
cuneiforme;pt
cumprimentador;pt
culpabilizante;pt
culinário;pt
crônico;pt
crucificado;pt
cronológico;pt
criterioso;pt
cristão-velho;pt
cristã;pt
crioulo;pt
criminal;pt
crepitante;pt
crasso;pt
craniano;pt
coxo;pt
covo;pt
cosmético;pt
coríntio;pt
corruptível;pt
corriqueiro;pt
corretivo;pt
corrediço;pt
corrector;pt
corpóreo;pt
coreano;pt
cordato;pt
corcunda-marreco;pt
corcunda;pt
corcovado;pt
cor-de-violeta;pt
cor-de-vinho;pt
cor-de-rosa-fúchsia;pt
cor-de-rato;pt
cor-de-cereja;pt
copulador;pt
copado;pt
convidado;pt
convertido;pt
convergente;pt
convalescente;pt
contumaz;pt
controlável;pt
controlado;pt
contrito;pt
contristador;pt
contrastante;pt
contraceptivo;pt
continente;pt
contestatário;pt
contemptor;pt
contado;pt
consumidor;pt
consumado;pt
consuetudinário;pt
constitutivo;pt
constelado;pt
conspiratório;pt
conserveiro;pt
conservado;pt
conselheiro;pt
conscrito;pt
conscencioso;pt
consangüíneo;pt
conquistador;pt
conjecturante;pt
congressista;pt
confirmável;pt
confidente;pt
confiado;pt
confesso;pt
confessado;pt
conferencístico;pt
conducente;pt
condicional;pt
condenado;pt
concóide;pt
concorrente;pt
concorde;pt
concomitante;pt
concludente;pt
concho;pt
concernente;pt
comunal;pt
comum-de-dois;pt
compósito;pt
compungido;pt
comportamental;pt
comportado;pt
complexado;pt
compensado;pt
comodista;pt
cominatório;pt
comemorativo;pt
combustível;pt
combinado;pt
colectável;pt
colante;pt
coitada;pt
coincidente;pt
coetâneo;pt
cobiçoso;pt
clubista;pt
cloacal;pt
climático;pt
climatérico;pt
claustrofóbico;pt
claustral;pt
claudicante;pt
clarificador;pt
citado;pt
cismático;pt
cismador;pt
circulatório;pt
circulante;pt
cinzento-pomba;pt
cinzento-médio;pt
cinzento-metalizado;pt
cinzento-escuro;pt
cinza-escuro;pt
cinza-claro;pt
cintado;pt
cinemático;pt
cinematográfico;pt
cicatrizante;pt
chulo;pt
chocarreiro;pt
chocalhante;pt
chilreante;pt
chileno;pt
checo;pt
charro;pt
chapeado;pt
chamar;pt
chamada;pt
chaleira;pt
cerebrino;pt
centrífugo;pt
centralizado;pt
centenário;pt
celibatário;pt
celerado;pt
caviloso;pt
cavalheiro;pt
cavalar;pt
cauto;pt
catártico;pt
caturra;pt
catedrático;pt
castrado;pt
castelão;pt
castanho-mostarda;pt
castanho-dourado;pt
castanho-azulado;pt
castanho-avermelhado;pt
castanho-aloirado;pt
casquinante;pt
casamenteiro;pt
casadoiro;pt
casadoira;pt
casacado;pt
carocho;pt
carminado;pt
carmelita;pt
caritativo;pt
carismático;pt
caricato;pt
cariado;pt
cardeal;pt
carcomido;pt
carcerário;pt
carbólico;pt
capilar;pt
capcioso;pt
canónico;pt
canseiroso;pt
cangueiro;pt
canelado;pt
canalizado;pt
canalha;pt
camuflado;pt
cambial;pt
cambado;pt
camarário;pt
calmoso;pt
calejado;pt
caleidoscópico;pt
calcário;pt
calcado;pt
caladiço;pt
caipira;pt
cagado;pt
cafona;pt
cadente;pt
cadavérico;pt
caballero;pt
bóer;pt
bífido;pt
burocrático;pt
bugre;pt
bufante;pt
budista;pt
brônzeo;pt
broxa;pt
brega;pt
braquial;pt
branquelo;pt
branco-manhã;pt
brancarão;pt
brancacento;pt
brabo;pt
boêmio;pt
boémio;pt
bovino;pt
borracho;pt
boreal;pt
bombástico;pt
bolboso;pt
bodeado;pt
bocó-de-fivela;pt
bochechudo;pt
blasé;pt
blanco;pt
bizarrado;pt
bizantino;pt
bissemanal;pt
bipartido;pt
binário;pt
binocular;pt
bimensal;pt
bilíngüe;pt
bilionário;pt
bifocal;pt
bichado;pt
bical;pt
bibliotecário;pt
bezuntado;pt
berbere;pt
bera;pt
benquisto;pt
benfeitor;pt
benemerente;pt
bem-vestido;pt
bem-educado;pt
bem-amado;pt
beligerante;pt
belga;pt
beijocante;pt
bebido;pt
beaux;pt
beau;pt
beatério;pt
basso;pt
basculante;pt
banquero;pt
bandeado;pt
bamba;pt
balístico;pt
balético;pt
baloiçante;pt
balofo;pt
balneário;pt
balnear;pt
baleárico;pt
baleeiro;pt
baldo;pt
balcânico;pt
balançado;pt
balanceante;pt
babilônico;pt
aético;pt
açoriano;pt
açoreano;pt
açodado;pt
açambarcador;pt
azuleleca;pt
azul-pavão;pt
azul-metálico;pt
azul-esverdeado;pt
aziago;pt
azeitado;pt
axiomático;pt
axadrezado;pt
avisador;pt
aviltado;pt
avexado;pt
avariado;pt
avacalhado;pt
autonomista;pt
autodestrutivo;pt
autocondenador;pt
autocolante;pt
auto-encorajador;pt
auspicioso;pt
aureolal;pt
aumentado;pt
augustano;pt
atreito;pt
atractivo;pt
atochado;pt
atmosférico;pt
atlântico;pt
ateísta;pt
aterrorizador;pt
atemorizante;pt
ataviado;pt
atapetado;pt
atacante;pt
assoberbado;pt
assistido;pt
assim;pt
assalariado;pt
assado;pt
asqueroso;pt
aspirante;pt
asfixiante;pt
asfixiado;pt
ascoroso;pt
arábico;pt
arvorejado;pt
artificioso;pt
artesiano;pt
artesanal;pt
arruinado;pt
arrufado;pt
arrombado;pt
arrolador;pt
arrependIdo;pt
arrepanhado;pt
arrelvado;pt
arrebatador;pt
arraçado;pt
arranchado;pt
arrabaldino;pt
arquitetônico;pt
arquitectural;pt
arqueológico;pt
armilar;pt
aritmético;pt
argênteo;pt
areia;pt
arco-iriado;pt
arcaizante;pt
arado;pt
aquoso;pt
aquisitivo;pt
aquilino;pt
aquiescente;pt
aquartelado;pt
apurpurado;pt
apropositado;pt
apoquentado;pt
apoplético;pt
apopléctico;pt
apodrecido;pt
aplicável;pt
aplanado;pt
aplainado;pt
aplacado;pt
apavorante;pt
apatetado;pt
aparvalhado;pt
apartado;pt
aparelhado;pt
apanhado;pt
apalermado;pt
apainelado;pt
anómalo;pt
anêmico;pt
anão;pt
anunciador;pt
anulantes;pt
anulante;pt
antropófago;pt
antropomorfizado;pt
antropológico;pt
antropofágico;pt
antitóxico;pt
antitético;pt
antitabagista;pt
antisocial;pt
antiroubo;pt
antinatural;pt
antigás;pt
antidroga;pt
antiaéreo;pt
antiassalto;pt
antiamericano;pt
anti-semítico;pt
anti-humanista;pt
anti-espanhol;pt
antagónico;pt
anquilosante;pt
animoso;pt
anil;pt
angustioso;pt
angolano;pt
anglófilo;pt
anfíbio;pt
anestesiador;pt
anelante;pt
andrógeno;pt
andarilho;pt
anasalado;pt
analfabeto;pt
anacrônico;pt
anacrónico;pt
amulherado;pt
ampliado;pt
amortecedor;pt
amortalhado;pt
amolgado;pt
amolecedor;pt
amoedado;pt
amiudado;pt
amimado;pt
amicable;pt
amestrado;pt
ameninado;pt
ambiental;pt
amarguroso;pt
amarelo-girassol;pt
amarelo-esverdeado;pt
amarelo-claro;pt
amarelo-açafrão;pt
amarelo-acinzentado;pt
amarelastro;pt
amalecita;pt
amaldiçoado;pt
alvoroçado;pt
alvar;pt
alvadio;pt
alusivo;pt
alugado;pt
alucinógeno;pt
altruista;pt
altanado;pt
alquímico;pt
alpino;pt
alpinista;pt
aloirado;pt
aljofarado;pt
alilasado;pt
alienista;pt
alienante;pt
algébrico;pt
algarvio;pt
algarve;pt
aleijado;pt
aleatório;pt
alcoólatra;pt
alcoviteiro;pt
albino;pt
alarmista;pt
alargado;pt
alapardado;pt
airado;pt
ainda;pt
agônico;pt
agónico;pt
agrário;pt
agrilhoado;pt
agregado;pt
agoniante;pt
agastado;pt
afunilado;pt
afrodisíaco;pt
afrikaner;pt
afrikaans;pt
afrancesado;pt
afogado;pt
afligente;pt
afincado;pt
afinado;pt
afeiçoado;pt
afagador;pt
aeronáutico;pt
adventício;pt
aduloso;pt
adornado;pt
admonitório;pt
admirativo;pt
adjacente;pt
adicto;pt
ademane;pt
acústico;pt
acutilante;pt
acurado;pt
actuante;pt
acrílico;pt
acrescido;pt
acreditável;pt
acovado;pt
acossado;pt
acomodado;pt
aclamado;pt
acionário;pt
acintoso;pt
acaçapado;pt
acariciador;pt
acagaçado;pt
acaciano;pt
acabrunhante;pt
acabrunhado;pt
abusado;pt
aburguesado;pt
absorvente;pt
absolutista;pt
abrutalhado;pt
abrasivo;pt
abrasador;pt
aboborado;pt
abobalhado;pt
abissal;pt
abismado;pt
abdominal;pt
abandonardo;pt
abalador;pt
